REF,UNIDAD,MEDIDA,CANTIDAD
5773,UND,Mililitro,200
15129,FCO,Mililitro,200
14905,FCO,Mililitro,200
9569,FCO,Mililitro,300
8478,FCO,Mililitro,1900
8479,FCO,Mililitro,1900
7505,FCO,Mililitro,300
7504,FCO,Mililitro,300
15852,UND,Mililitro,500
12234,FCO,Mililitro,250
21989,OFE,Mililitro,1500
8079,FCO,Mililitro,1000
8977,FCO,Gramo,3800
21549,FCO,Mililitro,1000
25746,FCO,Mililitro,1000
25747,FCO,Mililitro,1000
17301,UND,Mililitro,500
21406,FCO,Mililitro,950
6500,OFE,Mililitro,270
8007,FCO,Mililitro,221
9866,FCO,Mililitro,250
13847,FCO,Mililitro,130
19221,UND,Mililitro,200
20164,OFE,Mililitro,400
19913,FCO,Gramo,200
15478,UND,Mililitro,280
15477,UND,Mililitro,280
20784,UND,Mililitro,72
22968,FCO,Mililitro,221
20889,BSA,Gramo,1000
12688,UND,Gramo,20
20890,BSA,Gramo,700
8793,FCO,Mililitro,221
12240,FCO,Mililitro,250
16377,FCO,Mililitro,200
8252,OFE,Mililitro,221
12241,FCO,Mililitro,250
4479,FCO,Mililitro,250
26592,FCO,Mililitro,2000
21597,UND,Mililitro,1000
21586,UND,Mililitro,1000
14466,FCO,Mililitro,300
15003,FCO,Mililitro,300
14467,FCO,Mililitro,500
23262,BSA,Mililitro,500
15004,FCO,Mililitro,500
22897,FCO,Mililitro,925
14212,FCO,Mililitro,185
10047,FCO,Mililitro,200
20294,FCO,Mililitro,210
8514,BAR,Gramo,125
8515,BAR,Gramo,125
14872,OFE,Gramo,875
11156,BAR,Gramo,375
6622,UND,Gramo,125
26479,3UN,Gramo,330
22813,3UN,Gramo,330
5666,BAR,Gramo,110
11663,BAR,Gramo,130
8394,BAR,Gramo,120
22801,3UN,Gramo,360
4100,BAR,Gramo,120
2680,BAR,Gramo,130
4780,BAR,Gramo,130
2681,BAR,Gramo,150
11349,BAR,Gramo,130
6011,BAR,Mililitro,130
4419,BAR,Gramo,75
4628,BAR,Gramo,80
5037,UND,Gramo,100
3308,UND,Gramo,100
7913,UND,Gramo,100
7901,UND,Gramo,100
4502,OFE,Gramo,300
4532,OFE,Gramo,300
3315,OFE,Gramo,300
3309,OFE,Gramo,300
6806,UND,Gramo,8395
3314,BAR,Gramo,835
3311,OFE,Gramo,249
3310,UND,Gramo,83
3312,UND,Gramo,83
3313,OFE,Gramo,249
21658,UND,Gramo,99
11258,FCO,Mililitro,300
16883,FCO,Mililitro,150
16908,FCO,Mililitro,150
16884,FCO,Mililitro,150
18269,FCO,Mililitro,200
19178,BAR,Gramo,110
4477,BAR,Gramo,100
17887,BAR,Gramo,90
22945,3UN,Gramo,360
24862,3UN,Gramo,330
5691,BAR,Gramo,120
2682,BAR,Gramo,150
23985,BAR,Gramo,120
6362,BAR,Gramo,120
12039,BAR,Gramo,120
10387,UND,Gramo,780
8637,OFE,Gramo,130
4768,BAR,Gramo,150
15271,BAR,Mililitro,130
10388,UND,Gramo,780
6864,OFE,Mililitro,150
4079,UND,Gramo,150
6534,BAR,Mililitro,85
6458,BAR,Gramo,85
3207,UND,Gramo,100
3090,UND,Gramo,245
3289,UND,Gramo,235
3287,BAR,Gramo,235
2502,BAR,Gramo,450
3288,UND,Gramo,220
27392,3UN,Gramo,110
18688,OFE,Gramo,110
25330,3UN,Gramo,360
21350,BAR,Gramo,120
15303,OFE,Mililitro,875
11154,BAR,Gramo,330
8578,OFE,Gramo,555
7605,BAR,Gramo,125
11155,BAR,Gramo,330
5027,BAR,Gramo,150
3290,BAR,Gramo,125
3292,BAR,Gramo,125
4464,BAR,Gramo,150
20118,BAR,Gramo,125
8433,BAR,Gramo,125
4465,BAR,Gramo,150
4462,BAR,Gramo,150
6939,BAR,Mililitro,250
4976,BAR,Gramo,150
3291,BAR,Gramo,90
20130,OFE,Mililitro,1000
2736,UND,Gramo,900
17188,PAQ,Gramo,1200
2735,UND,Gramo,300
3216,BAR,Gramo,100
10793,BAR,Gramo,130
7364,BAR,Gramo,120
7437,BAR,Gramo,120
9325,BAR,Gramo,130
6847,FCO,Gramo,100
18031,UND,Mililitro,100
16114,BAR,Gramo,200
2581,BAR,Gramo,200
19297,BAR,Gramo,280
2582,BAR,Gramo,400
22794,3UN,Gramo,840
23827,4UN,Gramo,1020
3085,UND,Gramo,250
9832,BAR,Mililitro,1500
2929,UND,Gramo,250
14437,BAR,Gramo,75
6331,BAR,Gramo,150
22808,3UN,Gramo,600
2683,BAR,Gramo,220
17924,FCO,Mililitro,210
27412,UND,Gramo,250
5997,FCO,Gramo,300
3969,FCO,Gramo,300
16889,PAQ,Gramo,250
16888,PAQ,Gramo,250
20390,UND,Gramo,500
26733,UND,Gramo,450
7069,UND,Gramo,250
7070,UND,Gramo,250
15400,UND,Gramo,225
4299,UND,Gramo,230
13417,UND,Gramo,230
23513,UND,Gramo,230
21304,UND,Gramo,431
24187,OFE,Gramo,501
5621,UND,Gramo,450
23514,UND,Gramo,450
6256,UND,Gramo,230
9713,UND,Gramo,400
6628,UND,Gramo,250
17811,PAQ,Gramo,240
17812,PAQ,Gramo,450
22754,UND,Gramo,200
22753,UND,Gramo,450
4315,UND,Gramo,150
6366,UND,Gramo,400
12902,OFE,Gramo,450
8101,PAQ,Gramo,240
11017,PAQ,Gramo,130
16624,PAQ,Gramo,440
4379,PAQ,Gramo,230
6823,PAQ,Gramo,450
11486,PAQ,Gramo,680
23936,OFE,Gramo,550
11415,UND,Gramo,230
23045,UND,Gramo,80
27036,UND,Gramo,370
12376,CJA,Gramo,850
7277,CJA,Gramo,500
7299,CJA,Gramo,850
21278,CJA,Gramo,850
6687,CJA,Gramo,100
27489,CJA,Gramo,850
14945,PAQ,Mililitro,5400
14944,PAQ,Mililitro,6600
14943,PAQ,Mililitro,6600
19533,UND,Mililitro,2000
20960,PAQ,Gramo,100
5144,OFE,Mililitro,1200
25568,UND,Gramo,946
11440,OFE,Mililitro,3000
5939,OFE,Mililitro,1200
6445,PAQ,Mililitro,600
12011,FCO,Mililitro,1500
16541,BSA,Mililitro,900
11750,CJA,Mililitro,1000
6345,FCO,Mililitro,1700
12425,FCO,Mililitro,3020
6598,FCO,Mililitro,1700
11811,FCO,Mililitro,1700
10391,FCO,Mililitro,1000
20967,BSA,Mililitro,1000
26291,BSA,Mililitro,1000
16833,UND,Mililitro,1500
11529,FCO,Mililitro,2500
13545,PAQ,Mililitro,1800
7594,OFE,Mililitro,1200
11738,FCO,Mililitro,1000
17246,OFE,Mililitro,2460
11691,UND,Mililitro,1000
10227,PAQ,Mililitro,3750
6735,BOT,Mililitro,2000
4293,PAQ,Gramo,1200
15073,BOT,Mililitro,1750
21572,BOT,Mililitro,1000
21643,FCO,Mililitro,1000
6505,OFE,Mililitro,3000
11937,FCO,Mililitro,450
7427,UND,Gramo,60
10231,UND,Mililitro,1190
20101,UND,Mililitro,1190
26252,TBO,Gramo,30
2981,UND,Gramo,1500
2980,UND,Gramo,800
5616,UND,Gramo,500
5253,UND,Gramo,800
5615,UND,Gramo,800
6338,CJA,Gramo,200
6292,CJA,Gramo,200
8645,CJA,Gramo,200
6430,FCO,Gramo,150
5882,FCO,Mililitro,180
5983,FCO,Mililitro,180
8092,FCO,Gramo,400
8091,FCO,Gramo,400
14569,UND,Gramo,100
2241,UND,Gramo,240
8536,FCO,Mililitro,10
76,KLS,Gramo,1000
1164,CJA,Gramo,50
20538,OFE,Mililitro,1105
20451,PAQ,Mililitro,1110
12544,UND,Gramo,26
6800,TAR,Gramo,1000
2855,FCO,Gramo,135
7087,FCO,Gramo,300
8403,FCO,Gramo,135
11067,FCO,Gramo,135
8404,FCO,Gramo,135
9295,FCO,Mililitro,330
11068,FCO,Gramo,330
9296,FCO,Mililitro,330
6739,UND,Gramo,1000
6801,TAR,Gramo,1000
2853,FCO,Gramo,135
2856,FCO,Gramo,135
8008,FCO,Gramo,200
5377,UND,Mililitro,300
7088,FCO,Gramo,300
2857,FCO,Gramo,410
23023,OFE,Mililitro,415
2858,FCO,Gramo,330
2854,FCO,Gramo,330
8100,TAR,Gramo,400
14030,PAQ,Gramo,1200
9889,FCO,Mililitro,135
9888,FCO,Mililitro,135
9893,FCO,Mililitro,135
9890,FCO,Mililitro,330
9891,FCO,Mililitro,330
9892,FCO,Mililitro,330
3593,UND,Mililitro,3000
14196,UND,Gramo,1000
5263,UND,Mililitro,1000
3544,PAQ,Mililitro,510
4292,UND,Gramo,180
14043,PAQ,Gramo,600
4230,UND,Gramo,150
12458,BSA,Mililitro,1000
5204,PAQ,Gramo,750
5573,PAQ,Gramo,900
12308,FCO,Gramo,1800
22091,BSA,Gramo,900
22752,FCO,Gramo,4000
2873,CJA,Gramo,100
2874,CJA,Gramo,50
5589,UND,Gramo,71
18798,6UN,Mililitro,6600
11555,PAQ,Mililitro,6600
23457,6UN,Mililitro,5400
16801,BSA,Mililitro,900
10360,UND,Mililitro,1000
1965,UND,Gramo,5
4875,UND,Gramo,5
3652,UND,Mililitro,120
3656,UND,Mililitro,120
3653,OFE,Mililitro,120
9464,FCO,Gramo,120
3123,FCO,Gramo,120
17383,UND,Mililitro,120
3657,OFE,Mililitro,120
3654,OFE,Mililitro,120
3655,UND,Mililitro,60
3658,UND,Mililitro,60
3659,OFE,Mililitro,60
3483,FCO,Mililitro,175
3484,FCO,Mililitro,175
3485,FCO,Mililitro,175
6396,TBO,Gramo,40
3199,CJA,Gramo,120
3704,FCO,Mililitro,120
7748,FCO,Mililitro,240
10712,FCO,Mililitro,200
6057,UND,Gramo,1000
2983,UND,Gramo,2000
8474,PAQ,Gramo,1000
2982,UND,Gramo,2000
5201,UND,Gramo,1000
4822,UND,Gramo,1000
6496,FCO,Mililitro,10
8337,CJA,Gramo,250
11848,CJA,Gramo,30
11849,CJA,Gramo,30
6742,UND,Gramo,500
2583,UND,Gramo,500
7929,FCO,Mililitro,400
9658,FCO,Mililitro,400
6690,UND,Gramo,235
26463,2UN,Gramo,850
6594,UND,Gramo,450
22852,2UN,Gramo,900
14929,UND,Gramo,450
22854,2UN,Gramo,900
17560,UND,Gramo,450
24973,2UN,Gramo,425
3407,UND,Mililitro,120
7348,UND,Gramo,250
2684,UND,Gramo,425
4352,OFE,Mililitro,1250
22853,2UN,Gramo,900
19633,3UN,Gramo,1350
7347,UND,Gramo,900
13708,UND,Mililitro,1500
4701,UND,Gramo,500
5712,UND,Mililitro,400
14647,FCO,Mililitro,750
17129,UND,Mililitro,720
11665,FCO,Mililitro,750
8616,FCO,Mililitro,900
2685,UND,Gramo,400
19173,UND,Mililitro,4000
24680,OFE,Mililitro,4000
23622,UND,Mililitro,1300
21812,UND,Mililitro,700
20278,OFE,Mililitro,1400
3293,UND,Gramo,500
7307,UND,Mililitro,500
26867,UND,Gramo,230
3294,UND,Gramo,1000
21968,OFE,Mililitro,450
27407,UND,Gramo,450
2786,UND,Gramo,800
2784,UND,Gramo,1500
4249,UND,Gramo,1500
2788,UND,Gramo,400
2787,UND,Gramo,800
2785,UND,Gramo,400
7925,OFE,Gramo,1250
7924,OFE,Gramo,1250
9655,OFE,Gramo,1000
6315,UND,Gramo,1000
7477,OFE,Gramo,1250
3178,UND,Gramo,250
4217,UND,Gramo,500
5441,UND,Gramo,250
7271,UND,Mililitro,1000
7498,OFE,Gramo,1250
3179,UND,Gramo,250
7460,OFE,Mililitro,750
3180,UND,Gramo,1000
20077,TAR,Mililitro,500
24159,UND,Mililitro,500
24158,UND,Mililitro,500
24945,UND,Mililitro,500
12791,UND,Mililitro,850
25434,FCO,Mililitro,500
14299,FCO,Mililitro,900
18774,FCO,Mililitro,950
19802,FCO,Mililitro,1500
3086,UND,Mililitro,500
16637,FCO,Mililitro,1000
17671,BSA,Mililitro,1500
23528,BSA,Mililitro,1500
23323,UND,Mililitro,1500
26594,UND,Mililitro,1500
20763,UND,Mililitro,1500
18993,UND,Gramo,720
26973,UND,Mililitro,720
24051,UND,Mililitro,720
20051,UND,Mililitro,720
14454,UND,Mililitro,850
18144,UND,Mililitro,850
23321,FCO,Mililitro,850
24050,UND,Mililitro,720
10823,OFE,Mililitro,500
20081,FCO,Mililitro,750
5482,FCO,Mililitro,4000
16845,FCO,Mililitro,850
23810,FCO,Mililitro,500
21366,FCO,Mililitro,500
17397,UND,Gramo,150
17298,UND,Gramo,150
24052,2UN,Gramo,900
10127,UND,Gramo,250
6780,UND,Gramo,450
25962,OFE,Gramo,900
23759,UND,Gramo,1100
18489,UND,Gramo,1100
13952,OFE,Gramo,900
26316,UND,Gramo,850
12568,FCO,Mililitro,400
23322,OFE,Gramo,900
25502,UND,Gramo,850
4480,OFE,Gramo,500
4078,UND,Gramo,500
4382,OFE,Mililitro,1200
6459,OFE,Gramo,800
23153,OFE,Gramo,900
11171,UND,Gramo,450
8233,UND,Mililitro,950
20476,OFE,Mililitro,4500
9708,UND,Mililitro,900
15578,FCO,Mililitro,1150
5240,UND,Mililitro,520
5903,UND,Gramo,400
24788,UND,Gramo,1000
26547,UND,Gramo,450
17336,UND,Gramo,500
8291,OFE,Gramo,1000
20708,FCO,Mililitro,1200
16408,FCO,Mililitro,5000
12873,FCO,Mililitro,300
10380,FCO,Mililitro,360
14516,FCO,Mililitro,500
15952,FCO,Mililitro,500
12712,FCO,Mililitro,600
13172,OFE,Mililitro,600
16040,FCO,Mililitro,750
13127,FCO,Mililitro,900
10571,FCO,Mililitro,810
8629,OFE,Gramo,500
10486,BAR,Gramo,300
26580,UND,Gramo,450
15629,BSA,Mililitro,500
9826,CJA,Mililitro,500
23266,UND,Gramo,320
11435,UND,Gramo,320
11436,UND,Gramo,320
12212,UND,Mililitro,350
11432,UND,Gramo,350
11493,UND,Gramo,417
12546,UND,Gramo,445
11434,UND,Gramo,445
11433,UND,Gramo,350
12097,UND,Gramo,445
27449,CJA,Gramo,80
8332,CJA,Gramo,40
6623,TBO,Gramo,30
5658,UND,Gramo,37
11654,UND,Gramo,400
26456,TAR,Gramo,800
26457,TAR,Gramo,800
26459,TAR,Gramo,400
26428,TAR,Gramo,800
8713,TAR,Gramo,450
6642,TAR,Gramo,400
6665,TAR,Gramo,400
16428,CJA,Gramo,1650
19542,OFE,Gramo,750
26432,TAR,Gramo,800
15968,TAR,Gramo,375
19543,OFE,Gramo,750
17032,BSA,Gramo,550
20087,UND,Gramo,1650
20110,FCO,Mililitro,410
2994,TAR,Gramo,800
10688,BSA,Gramo,1000
6516,BSA,Gramo,500
2986,TAR,Gramo,900
2992,TAR,Gramo,800
18500,OFE,Gramo,1000
9901,BSA,Gramo,360
12190,BSA,Gramo,1800
4134,BSA,Gramo,360
11618,BSA,Gramo,840
21638,OFE,Gramo,840
13134,BSA,Gramo,900
26824,BSA,Gramo,450
5442,TAR,Gramo,1700
8249,BSA,Gramo,500
2995,TAR,Gramo,900
7836,TAR,Gramo,1200
2998,TAR,Gramo,400
3000,UND,Gramo,400
5896,TAR,Gramo,900
7837,TAR,Gramo,1200
2996,TAR,Gramo,450
5897,TAR,Gramo,900
6346,TAR,Gramo,900
19821,CJA,Gramo,800
2997,TAR,Gramo,400
9424,TAR,Gramo,400
2999,TAR,Gramo,400
5199,TAR,Gramo,400
3001,TAR,Gramo,450
17239,UND,Gramo,1100
3002,TAR,Gramo,450
3926,UND,Gramo,900
3003,TAR,Gramo,450
3902,TAR,Gramo,900
20485,OFE,Gramo,160
3316,TAR,Gramo,400
4449,TAR,Gramo,400
4450,TAR,Gramo,900
3320,TAR,Gramo,400
3319,TAR,Gramo,400
11086,TAR,Gramo,400
11087,TAR,Gramo,400
3321,TAR,Gramo,400
3323,TAR,Gramo,400
3322,TAR,Gramo,900
9613,TAR,Gramo,370
17517,UND,Gramo,1400
26433,UND,Gramo,350
26379,TAR,Gramo,800
26380,TAR,Gramo,350
26381,TAR,Gramo,800
26377,TAR,Gramo,800
25796,UND,Gramo,400
27426,6UN,Mililitro,1080
6645,TAR,Gramo,400
6643,TAR,Gramo,400
15472,TAR,Gramo,400
10905,TAR,Gramo,800
9093,TAR,Gramo,800
8370,TAR,Gramo,400
16116,TAR,Gramo,400
14209,TAR,Gramo,800
3466,FCO,Mililitro,120
3467,FCO,Mililitro,360
10631,TAR,Gramo,1200
10632,TAR,Gramo,1200
14015,TAR,Gramo,800
14016,TAR,Gramo,1800
14883,UND,Mililitro,200
4660,TAR,Gramo,360
4661,TAR,Gramo,800
8420,TAR,Gramo,900
2602,TAR,Gramo,1000
9556,TAR,Gramo,900
2605,TAR,Gramo,400
2603,TAR,Gramo,900
4475,TAR,Gramo,400
2604,TAR,Gramo,400
2606,TAR,Gramo,400
15995,CJA,Gramo,1100
10907,CJA,Gramo,1200
19544,OFE,Gramo,750
17033,BSA,Gramo,550
14581,UND,Gramo,850
5112,TAR,Gramo,400
4948,TAR,Gramo,400
4937,TAR,Gramo,900
2557,TAR,Gramo,400
2985,TAR,Gramo,400
5497,BSA,Gramo,380
20869,CJA,Gramo,1800
11246,BSA,Gramo,1000
2984,TAR,Gramo,1000
2988,TAR,Gramo,2000
2989,TAR,Gramo,400
10398,UND,Mililitro,3820
2990,TAR,Gramo,400
2991,TAR,Gramo,900
6507,TAR,Gramo,900
11751,UND,Gramo,2300
2993,TAR,Gramo,400
2987,BSA,Gramo,780
5656,TAR,Gramo,1700
7508,BSA,Gramo,380
5319,TAR,Gramo,400
5320,TAR,Gramo,900
6790,TAR,Gramo,454
20103,UND,Gramo,800
8563,TAR,Gramo,1400
8564,TAR,Gramo,400
8565,TAR,Gramo,400
10673,TAR,Gramo,800
9860,TAR,Mililitro,400
19265,BSA,Gramo,1000
19266,BSA,Gramo,500
3317,TAR,Gramo,400
3318,TAR,Gramo,900
2558,TAR,Gramo,400
2559,TAR,Gramo,375
2560,TAR,Gramo,900
2561,TAR,Gramo,900
4932,TAR,Gramo,400
4914,TAR,Gramo,900
4933,TAR,Gramo,400
4916,TAR,Gramo,900
2562,TAR,Gramo,400
9827,TAR,Mililitro,360
3182,UND,Gramo,250
3181,UND,Gramo,250
11754,BSA,Gramo,750
18938,BSA,Gramo,750
16787,UND,Mililitro,280
8221,UND,Mililitro,300
5405,UND,Gramo,300
17331,FCO,Gramo,300
26906,OFE,Gramo,611
4183,UND,Gramo,395
6804,OFE,Gramo,150
13138,BSA,Mililitro,100
3014,UND,Gramo,100
20833,UND,Gramo,100
13898,OFE,Mililitro,600
5678,UND,Gramo,300
9900,UND,Gramo,420
5246,OFE,Gramo,330
3115,PAQ,Gramo,396
27227,UND,Mililitro,1500
8282,6UN,Mililitro,6600
11337,BSA,Mililitro,1100
10320,UND,Mililitro,946
8281,6UN,Mililitro,6600
11338,BSA,Mililitro,1100
7796,TAR,Gramo,350
9302,TAR,Mililitro,400
19832,FCO,Mililitro,120
19833,FCO,Mililitro,60
4710,UND,Gramo,500
6565,UND,Gramo,240
2724,POT,Gramo,280
4342,UND,Gramo,1000
4155,UND,Gramo,500
10212,UND,Gramo,500
24632,BSA,Gramo,550
8844,UND,Gramo,454
6999,UND,Gramo,500
12511,TAR,Gramo,300
3225,UND,Gramo,1000
3226,UND,Gramo,500
2904,UND,Gramo,7
2903,UND,Gramo,80
5792,FCO,Mililitro,120
8454,CJA,Gramo,500
7712,FCO,Mililitro,20
6900,FCO,Mililitro,120
6373,FCO,Mililitro,25
20886,PAQ,Gramo,160
10838,UND,Gramo,10
10837,UND,Gramo,10
24544,UND,Mililitro,300
12642,UND,Mililitro,1000
3408,UND,Mililitro,750
19346,UND,Mililitro,1500
10260,FCO,Mililitro,1000
12381,FCO,Mililitro,2000
19818,PAQ,Mililitro,200
19819,PAQ,Mililitro,440
23300,FCO,Mililitro,1000
23299,FCO,Mililitro,2000
26393,FCO,Mililitro,1000
25977,FCO,Mililitro,2000
26355,FCO,Mililitro,3000
5850,UND,Mililitro,1000
8695,FCO,Mililitro,2000
5849,UND,Mililitro,500
6923,UND,Mililitro,500
7751,OFE,Mililitro,980
13911,FCO,Mililitro,3000
10289,UND,Mililitro,500
16432,OFE,Mililitro,1000
15026,UND,Mililitro,500
16670,OFE,Mililitro,500
13257,OFE,Mililitro,1000
12937,OFE,Mililitro,1000
13701,FCO,Mililitro,500
21826,BSA,Mililitro,1500
17283,UND,Gramo,1500
11655,FCO,Mililitro,1500
17207,UND,Mililitro,250
17208,UND,Mililitro,250
19747,FCO,Mililitro,500
20483,OFE,Mililitro,3000
20764,UND,Mililitro,1500
23033,FCO,Mililitro,1800
18992,FCO,Mililitro,3000
12125,FCO,Mililitro,1500
3734,UND,Mililitro,900
16847,FCO,Mililitro,1000
17533,FCO,Mililitro,1000
15934,UND,Mililitro,1000
26666,UND,Mililitro,1000
19172,UND,Mililitro,4000
22791,UND,Mililitro,500
13523,UND,Mililitro,500
12940,OFE,Gramo,500
7131,UND,Mililitro,500
14140,OFE,Mililitro,500
8346,OFE,Mililitro,1000
7838,OFE,Mililitro,1000
7270,FCO,Mililitro,500
16115,OFE,Mililitro,1000
4368,UND,Mililitro,500
9833,FCO,Mililitro,500
7997,OFE,Mililitro,500
9696,FCO,Gramo,500
3132,UND,Gramo,500
25438,UND,Mililitro,1000
26881,UND,Mililitro,1000
3419,UND,Mililitro,500
24672,FCO,Mililitro,2000
17561,FCO,Mililitro,2000
5124,UND,Mililitro,780
5133,OFE,Mililitro,1000
10795,FCO,Mililitro,1000
3417,UND,Mililitro,1000
3418,UND,Mililitro,500
3406,UND,Mililitro,1000
8705,FCO,Mililitro,2000
23018,FCO,Mililitro,2000
24846,FCO,Mililitro,5000
14708,FCO,Mililitro,1500
11164,FCO,Gramo,2000
8617,UND,Mililitro,1000
24496,FCO,Mililitro,2000
10108,PAQ,Gramo,300
9151,UND,Mililitro,650
18101,FCO,Mililitro,1000
18102,FCO,Mililitro,1000
16635,FCO,Mililitro,1000
16638,FCO,Mililitro,500
18805,OFE,Mililitro,2700
15901,FCO,Mililitro,1000
19011,FCO,Mililitro,470
19010,FCO,Mililitro,470
20078,FCO,Mililitro,500
5634,UND,Mililitro,1000
21184,BSA,Mililitro,800
21470,FCO,Mililitro,1000
9790,FCO,Mililitro,500
13959,FCO,Gramo,750
15778,FCO,Mililitro,750
13193,BOT,Mililitro,2000
4513,FCO,Mililitro,500
5633,UND,Mililitro,1000
13197,BOT,Mililitro,2000
13028,FCO,Mililitro,2000
6123,UND,Mililitro,1000
4515,FCO,Mililitro,500
4514,FCO,Mililitro,500
9932,FCO,Mililitro,1000
5635,UND,Mililitro,400
6124,UND,Mililitro,500
5242,UND,Mililitro,500
4372,OFE,Mililitro,500
6503,OFE,Mililitro,2000
23777,UND,Mililitro,2000
6405,FCO,Mililitro,3000
23134,FCO,Mililitro,3000
24391,FCO,Mililitro,500
20704,FCO,Mililitro,1000
26551,FCO,Mililitro,900
18978,FCO,Mililitro,960
22270,UND,Gramo,15
22271,UND,Gramo,15
17426,UND,Mililitro,250
21535,UND,Gramo,40
8685,UND,Mililitro,500
20596,UND,Mililitro,500
8657,FCO,Mililitro,500
16355,OFE,Mililitro,500
20144,OFE,Mililitro,500
7584,FCO,Mililitro,500
23019,OFE,Mililitro,500
20591,BSA,Mililitro,500
7585,UND,Mililitro,500
12617,FCO,Mililitro,900
26473,OFE,Mililitro,1000
21367,FCO,Mililitro,500
21969,OFE,Mililitro,1200
3390,UND,Mililitro,960
3416,UND,Gramo,500
7554,FCO,Mililitro,1000
10334,FCO,Mililitro,1000
11978,FCO,Mililitro,2000
18731,UND,Mililitro,1000
12760,FCO,Mililitro,1500
13784,OFE,Mililitro,2000
12562,FCO,Mililitro,2000
11165,OFE,Gramo,2000
7555,FCO,Mililitro,500
6113,UND,Mililitro,1000
18312,FCO,Mililitro,3800
22792,FCO,Mililitro,250
4547,OFE,Gramo,350
3116,PAQ,Gramo,396
25929,PAQ,Gramo,152
2737,UND,Gramo,500
7144,FCO,Mililitro,330
19763,BSA,Gramo,170
20173,BSA,Gramo,250
23672,OFE,Mililitro,750
4769,UND,Mililitro,380
19422,FCO,Mililitro,500
8045,UND,Mililitro,1000
5871,FCO,Mililitro,240
3730,UND,Mililitro,1000
15491,OFE,Mililitro,1800
15041,OFE,Gramo,2220
12165,FCO,Mililitro,3800
12686,OFE,Mililitro,900
3731,UND,Mililitro,450
15783,FCO,Mililitro,1000
14485,OFE,Mililitro,2000
24944,FCO,Mililitro,500
16431,OFE,Mililitro,1000
24198,FCO,Mililitro,500
5843,UND,Mililitro,1000
4752,UND,Mililitro,500
4751,UND,Mililitro,500
26259,FCO,Mililitro,500
10960,OFE,Mililitro,500
16636,FCO,Mililitro,500
20079,FCO,Mililitro,500
6324,FCO,Mililitro,500
16527,OFE,Mililitro,1000
6695,OFE,Mililitro,1000
11303,OFE,Mililitro,1000
14657,UND,Mililitro,500
18606,UND,Mililitro,500
24465,FCO,Mililitro,500
24466,UND,Mililitro,500
7589,FCO,Mililitro,1000
23835,FCO,Mililitro,500
11610,OFE,Mililitro,500
27378,UND,Gramo,250
6165,FCO,Gramo,500
20215,BSA,Gramo,200
20214,BSA,Gramo,250
15888,UND,Gramo,250
15373,PAQ,Mililitro,500
7002,UND,Gramo,250
2925,FCO,Gramo,136
7666,FCO,Mililitro,220
9752,CJA,Mililitro,20
7847,CJA,Gramo,10
7130,CJA,Gramo,20
6817,FCO,Mililitro,120
3948,FCO,Mililitro,30
15786,FCO,Mililitro,130
26406,FCO,Mililitro,60
7161,FCO,Mililitro,180
21985,FCO,Mililitro,300
26556,UND,Mililitro,473
18484,UND,Mililitro,200
3535,FCO,Mililitro,100
6071,FCO,Mililitro,110
6070,FCO,Mililitro,110
6072,FCO,Mililitro,110
3818,FCO,Mililitro,45
3819,FCO,Mililitro,45
3820,FCO,Mililitro,80
6773,UND,Mililitro,100
11002,UND,Mililitro,100
10883,UND,Mililitro,100
11004,UND,Mililitro,200
5480,UND,Mililitro,200
7492,FCO,Mililitro,200
7462,FCO,Mililitro,200
3720,FCO,Mililitro,120
10472,FCO,Mililitro,100
2798,FCO,Gramo,100
4866,UND,Gramo,73
3437,FCO,Mililitro,240
3200,FCO,Gramo,225
5840,UND,Gramo,40
11412,UND,Gramo,500
17664,PAQ,Gramo,454
26217,PAQ,Gramo,500
25935,UND,Gramo,500
18499,PAQ,Gramo,191
15736,UND,Mililitro,353
18498,PAQ,Gramo,286
20536,UND,Gramo,200
27356,FCO,Mililitro,90
7407,CJA,Gramo,50
12033,CJA,Gramo,50
11597,CJA,Gramo,30
6952,CJA,Gramo,50
6618,CJA,Gramo,20
7057,FCO,Mililitro,5
8603,CJA,Gramo,20
7818,CJA,Gramo,20
7273,FCO,Mililitro,200
10953,CJA,Gramo,10
6404,CJA,Gramo,4
8005,CJA,Gramo,5
15296,OFE,Gramo,360
5141,TBO,Gramo,30
17319,FCO,Mililitro,220
27226,FCO,Mililitro,275
4220,UND,Mililitro,240
6499,OFE,Mililitro,240
12149,OFE,Gramo,240
3671,UND,Mililitro,200
26932,UND,Mililitro,378
8230,UND,Mililitro,220
12072,FCO,Mililitro,400
19435,FCO,Mililitro,30
6443,CJA,Gramo,150
6410,CJA,Gramo,75
20133,UND,Mililitro,354
22192,FCO,Mililitro,360
3751,FCO,Mililitro,120
3752,FCO,Mililitro,360
3465,FCO,Mililitro,120
16546,UND,Gramo,1000
12625,BSA,Gramo,500
20403,BSA,Gramo,500
20036,PAQ,Gramo,29
18314,TAR,Gramo,248
26600,TAR,Gramo,241
4156,UND,Gramo,1000
18146,PAQ,Mililitro,1000
9695,UND,Gramo,500
2710,UND,Gramo,500
20425,UND,Gramo,500
13497,OFE,Gramo,500
9953,UND,Mililitro,1000
3227,UND,Gramo,500
6337,UND,Gramo,500
4269,KLS,Gramo,1000
16691,PAQ,Gramo,1000
4228,UND,Gramo,1000
8430,UND,Gramo,500
