REF,UNIDAD,MEDIDA,CANTIDAD
24156,FCO,Mililitro,4000
15465,BSA,Mililitro,1800
17963,OFE,Mililitro,3600
19780,BSA,Mililitro,900
23556,UND,Mililitro,1800
25707,UND,Mililitro,2000
17728,UND,Mililitro,300
19538,BSA,Gramo,1800
22921,2UN,Mililitro,1800
10364,UND,Gramo,2700
8336,UND,Gramo,900
8335,UND,Gramo,900
16156,FCO,Mililitro,1000
19700,OFE,Mililitro,2000
20222,OFE,Mililitro,2750
10614,FCO,Mililitro,1000
2731,UND,Gramo,1000
20661,FCO,Mililitro,1000
20660,FCO,Mililitro,5000
13535,UND,Gramo,2000
17981,UND,Gramo,2000
14985,PAQ,Gramo,2000
14797,FCO,Mililitro,2000
13278,UND,Gramo,900
15595,UND,Gramo,2000
10902,UND,Gramo,2700
23846,BSA,Gramo,1000
19880,BSA,Gramo,2000
25076,UND,Gramo,500
5477,OFE,Gramo,2350
3082,UND,Gramo,500
4816,OFE,Gramo,1000
20368,BSA,Mililitro,4000
16750,PAQ,Gramo,1500
9694,BSA,Gramo,1000
3083,UND,Gramo,1000
10097,BSA,Gramo,2700
11888,BSA,Gramo,2000
14456,UND,Gramo,3000
3084,UND,Gramo,3000
4583,OFE,Gramo,400
13099,UND,Gramo,4000
10149,UND,Gramo,800
4067,UND,Gramo,3000
4582,OFE,Gramo,550
4210,UND,Gramo,1000
5851,UND,Gramo,1000
2738,BSA,Gramo,3000
2739,UND,Gramo,1000
4453,UND,Gramo,3000
2734,UND,Gramo,500
2733,UND,Gramo,1000
13405,CJA,Gramo,1000
9831,CJA,Mililitro,1000
12198,CJA,Gramo,2000
11009,FCO,Mililitro,1000
26176,OFE,Mililitro,3800
14215,FCO,Mililitro,900
15289,OFE,Mililitro,1300
18997,BSA,Gramo,3000
4897,UND,Mililitro,1000
4834,UND,Mililitro,1000
12501,FCO,Mililitro,1000
11983,FCO,Mililitro,500
3446,UND,Mililitro,475
11278,SBS,Gramo,500
6751,AMP,Mililitro,5
7205,AMP,Mililitro,10
3161,UND,Gramo,350
7253,TBO,Gramo,50
10433,TBO,Gramo,30
6289,TBO,Gramo,50
8493,CJA,Gramo,100
27388,CJA,Gramo,50
10898,TAR,Mililitro,240
6830,CJA,Gramo,50
6953,AMP,Gramo,75
5965,CJA,Gramo,500
3493,FCO,Mililitro,120
26239,SBS,Mililitro,500
6549,CJA,Mililitro,1
6278,CJA,Gramo,120
1682,FCO,Mililitro,360
7907,TBO,Gramo,50
3384,FCO,Mililitro,120
21064,CJA,Gramo,1000
26430,PAQ,Gramo,1000
8609,PAQ,Gramo,2000
25716,PAQ,Gramo,400
25718,UND,Gramo,400
8262,OFE,Gramo,3000
19057,PAQ,Gramo,475
19058,PAQ,Gramo,475
4076,UND,Gramo,2000
21555,UND,Gramo,200
4077,UND,Gramo,2000
21063,BSA,Gramo,2000
8418,OFE,Gramo,2000
4280,UND,Gramo,2000
8610,PAQ,Gramo,20000
13735,PAQ,Gramo,2000
14443,UND,Gramo,2000
20732,BSA,Gramo,2400
13383,BSA,Gramo,2000
19088,PAQ,Gramo,2000
26258,BSA,Gramo,350
26255,PAQ,Gramo,350
26422,PAQ,Gramo,350
12515,OFE,Gramo,8000
27152,UND,Gramo,9000
24181,BTO,Gramo,9000
21847,BSA,Gramo,2000
6650,FCO,Gramo,665
3452,FCO,Mililitro,30
4561,FCO,Mililitro,120
4562,FCO,Mililitro,120
3453,FCO,Mililitro,90
7401,SBS,Gramo,800
7402,FCO,Mililitro,120
9850,TBO,Gramo,30
6018,UND,Mililitro,1000
11360,UND,Gramo,45
27153,UND,Gramo,1100
17569,UND,Gramo,500
27246,UND,Gramo,8000
26616,PAQ,Gramo,160
27465,UND,Gramo,70
21249,PAQ,Gramo,252
12461,PAQ,Mililitro,5400
13308,BSA,Mililitro,1100
6991,BSA,Mililitro,900
26693,UND,Gramo,12000
20566,PAQ,Gramo,500
26421,PAQ,Gramo,800
11709,UND,Gramo,250
2765,UND,Gramo,250
2766,UND,Gramo,250
8390,UND,Gramo,500
2767,UND,Gramo,250
2768,UND,Gramo,250
8391,UND,Gramo,500
13348,UND,Gramo,250
2770,UND,Gramo,250
4011,UND,Gramo,500
2771,UND,Gramo,250
4327,UND,Gramo,250
11988,UND,Gramo,250
14200,UND,Gramo,200
13298,UND,Gramo,180
22183,UND,Gramo,200
2772,UND,Gramo,250
4014,UND,Gramo,500
12742,CJA,Gramo,210
2773,UND,Gramo,250
14327,PAQ,Gramo,250
12172,UND,Gramo,250
5514,UND,Gramo,190
10311,UND,Gramo,250
13049,UND,Gramo,250
11389,UND,Gramo,250
2774,UND,Gramo,250
12297,OFE,Gramo,500
14066,OFE,Gramo,250
8162,UND,Gramo,500
14994,OFE,Mililitro,1250
15032,OFE,Mililitro,750
15648,OFE,Gramo,1000
2775,UND,Gramo,250
8393,UND,Gramo,3000
2776,UND,Gramo,500
24065,UND,Gramo,250
23013,UND,Gramo,250
14173,UND,Gramo,250
2769,UND,Gramo,250
12171,UND,Gramo,250
4012,UND,Gramo,250
12385,OFE,Gramo,1000
4454,UND,Gramo,250
8392,UND,Gramo,500
4013,UND,Gramo,250
11823,UND,Gramo,250
2778,UND,Gramo,250
6564,OFE,Gramo,420
7703,OFE,Gramo,525
6940,CJA,Gramo,125
6885,UND,Mililitro,6
11735,FCO,Mililitro,3000
6145,OFE,Mililitro,450
5979,UND,Mililitro,450
14570,FCO,Mililitro,850
11934,OFE,Gramo,1700
5980,UND,Mililitro,850
7286,CJA,Gramo,100
19217,FCO,Mililitro,100
17892,UND,Mililitro,100
17893,UND,Mililitro,100
17894,UND,Mililitro,100
21218,UND,Gramo,120
4189,UND,Gramo,294
14065,UND,Gramo,484
7728,PAQ,Mililitro,468
20968,OFE,Gramo,969
3735,CJA,Mililitro,140
4051,UND,Gramo,300
9813,UND,Gramo,248
4974,BSA,Gramo,350
9812,BSA,Gramo,900
26665,UND,Gramo,260
9951,BSA,Gramo,950
6017,PAQ,Gramo,3000
4032,UND,Gramo,150
7849,FCO,Gramo,135
7625,TBO,Gramo,15
7626,TBO,Gramo,30
3719,FCO,Mililitro,15
25564,UND,Gramo,425
19664,FCO,Mililitro,680
8379,UND,Gramo,820
16915,UND,Gramo,1020
10069,TAR,Mililitro,425
2893,UND,Gramo,850
26553,TAR,Gramo,820
5260,PAQ,Gramo,250
20721,PAQ,Gramo,216
8061,OFE,Gramo,250
19792,PAQ,Gramo,216
8644,UND,Gramo,50
8643,UND,Gramo,50
7962,FCO,Mililitro,500
2722,BAR,Gramo,100
2723,BAR,Gramo,100
4965,UND,Mililitro,270
18345,FCO,Mililitro,625
4163,UND,Mililitro,625
16414,FCO,Mililitro,2000
7046,FCO,Mililitro,1625
19440,FCO,Mililitro,400
26792,FCO,Mililitro,400
3494,FCO,Mililitro,310
6591,TBO,Gramo,30
3194,FCO,Gramo,240
21905,PAQ,Gramo,360
21904,PAQ,Gramo,600
12545,UND,Gramo,600
11427,UND,Gramo,600
11426,UND,Gramo,600
3454,FCO,Mililitro,180
3455,FCO,Mililitro,180
3456,FCO,Mililitro,180
5029,FCO,Mililitro,200
3458,FCO,Mililitro,360
3457,FCO,Mililitro,360
3459,FCO,Mililitro,360
3460,FCO,Mililitro,360
3461,FCO,Mililitro,450
3462,FCO,Mililitro,450
3463,FCO,Mililitro,450
3464,FCO,Mililitro,450
13284,OFE,Mililitro,180
6290,CJA,Gramo,20
6433,UND,Gramo,500
13356,FCO,Mililitro,133
13357,FCO,Mililitro,133
8050,BSA,Mililitro,1000
8108,FCO,Mililitro,133
8109,FCO,Mililitro,133
4153,UND,Gramo,1000
6394,UND,Mililitro,220
6395,FCO,Mililitro,220
3447,FCO,Mililitro,180
6873,FCO,Mililitro,250
20482,UND,Gramo,180
10788,FCO,Mililitro,250
8521,UND,Mililitro,250
5816,FCO,Mililitro,250
5284,FCO,Mililitro,240
3448,FCO,Mililitro,180
2781,CJA,Gramo,60
5972,FCO,Mililitro,180
16936,UND,Mililitro,250
9986,FCO,Mililitro,1000
5386,FCO,Mililitro,180
3791,FCO,Mililitro,180
3794,FCO,Mililitro,180
6464,FCO,Gramo,180
3801,FCO,Mililitro,180
3798,FCO,Mililitro,180
14699,FCO,Mililitro,180
3797,OFE,Mililitro,180
17830,FCO,Mililitro,180
15089,FCO,Mililitro,236
15049,OFE,Mililitro,236
3966,CJA,Gramo,24
5472,OFE,Mililitro,250
5473,OFE,Mililitro,250
7269,UND,Mililitro,250
5474,OFE,Mililitro,250
5476,OFE,Mililitro,250
5475,OFE,Mililitro,250
3733,UND,Mililitro,250
10513,FCO,Mililitro,250
5336,OFE,Mililitro,360
5372,FCO,Mililitro,360
3792,FCO,Mililitro,360
3795,FCO,Mililitro,360
3799,FCO,Mililitro,360
3802,FCO,Mililitro,360
3804,OFE,Mililitro,360
5396,FCO,Mililitro,360
6075,FCO,Mililitro,473
10650,FCO,Mililitro,709
15090,FCO,Mililitro,473
8663,OFE,Mililitro,473
5337,OFE,Mililitro,500
3793,FCO,Mililitro,500
10772,OFE,Mililitro,500
3796,FCO,Mililitro,500
6536,FCO,Mililitro,500
3803,FCO,Mililitro,500
3800,FCO,Mililitro,500
4463,FCO,Mililitro,500
13220,OFE,Mililitro,500
11362,OFE,Mililitro,680
13513,FCO,Mililitro,500
15889,FCO,Gramo,500
10514,FCO,Mililitro,500
16375,FCO,Mililitro,60
5373,FCO,Mililitro,500
20843,FCO,Mililitro,500
3449,FCO,Mililitro,180
13147,FCO,Mililitro,250
4906,OFE,Mililitro,350
4520,OFE,Mililitro,350
17375,OFE,Gramo,473
5409,FCO,Mililitro,250
13504,FCO,Mililitro,250
5745,FCO,Mililitro,250
15121,UND,Mililitro,250
7320,UND,Mililitro,250
7323,FCO,Mililitro,250
15154,FCO,Mililitro,250
8448,FCO,Mililitro,250
11217,OFE,Mililitro,250
9397,UND,Mililitro,250
6428,FCO,Mililitro,750
7303,OFE,Gramo,500
5174,UND,Mililitro,500
8570,OFE,Mililitro,500
5173,FCO,Mililitro,500
8429,OFE,Mililitro,500
6765,OFE,Gramo,500
15335,OFE,Mililitro,750
12532,FCO,Mililitro,500
5587,UND,Mililitro,250
3450,FCO,Mililitro,120
20205,FCO,Mililitro,250
13637,FCO,Mililitro,250
21015,FCO,Gramo,250
13638,FCO,Mililitro,250
17919,UND,Mililitro,500
17918,UND,Mililitro,500
5680,OFE,Mililitro,250
5681,OFE,Mililitro,250
21016,FCO,Mililitro,250
21017,FCO,Mililitro,250
5682,OFE,Mililitro,250
13639,FCO,Mililitro,250
17916,FCO,Mililitro,500
17917,UND,Mililitro,500
16095,UND,Gramo,400
5267,TAR,Gramo,400
6664,TAR,Gramo,400
4537,TAR,Gramo,400
4739,UND,Gramo,1000
8376,UND,Gramo,275
4538,TAR,Gramo,400
7660,TAR,Gramo,900
4934,TAR,Gramo,400
21735,OFE,Mililitro,1659
15950,FCO,Mililitro,237
15947,FCO,Mililitro,237
2555,FCO,Gramo,226
2556,FCO,Gramo,226
7478,TAR,Gramo,1000
4926,TAR,Gramo,1000
4980,TAR,Gramo,400
4951,TAR,Gramo,400
4925,TAR,Gramo,400
26318,OFE,Mililitro,840
19863,FCO,Gramo,850
15517,TAR,Mililitro,850
8625,FCO,Mililitro,400
8627,FCO,Mililitro,400
8626,FCO,Mililitro,400
18533,UND,Gramo,550
6993,CJA,Gramo,720
7632,CJA,Gramo,495
6787,CJA,Gramo,50
9894,UND,Gramo,280
1250,CJA,Gramo,500
2894,UND,Gramo,60
2895,UND,Gramo,60
7587,UND,Gramo,60
7586,UND,Mililitro,60
8069,FCO,Mililitro,25
5862,FCO,Mililitro,10
5861,FCO,Mililitro,10
5859,FCO,Mililitro,10
5835,FCO,Mililitro,10
6666,UND,Mililitro,7
19299,CJA,Gramo,40
7872,CJA,Gramo,20
8219,CJA,Gramo,20
11905,SBS,Gramo,28
11576,UND,Gramo,40
9721,CJA,Gramo,40
2092,UND,Gramo,120
2093,UND,Gramo,60
10484,FCO,Gramo,340
1089,FCO,Mililitro,30
4621,UND,Mililitro,5
5900,CJA,Gramo,100
6919,CJA,Gramo,100
6711,CJA,Gramo,25
22973,CJA,Gramo,25
4218,UND,Gramo,150
18788,FCO,Mililitro,300
18573,FCO,Mililitro,283
11206,FCO,Gramo,145
7999,FCO,Gramo,312
2795,FCO,Gramo,306
4787,FCO,Gramo,150
7914,FCO,Gramo,175
7915,FCO,Gramo,175
2794,FCO,Gramo,312
18817,FCO,Mililitro,150
5155,UND,Mililitro,56
8153,FCO,Mililitro,200
8154,FCO,Mililitro,200
20461,FCO,Gramo,198
12797,UND,Mililitro,245
6135,UND,Mililitro,200
10215,UND,Gramo,200
18627,FCO,Mililitro,145
11552,FCO,Mililitro,245
2796,UND,Gramo,250
19277,CJA,Gramo,60
2594,BAR,Gramo,100
6637,UND,Mililitro,100
3365,FCO,Mililitro,125
4492,FCO,Mililitro,125
5570,UND,Mililitro,125
4572,FCO,Mililitro,150
3368,FCO,Mililitro,125
6552,POT,Mililitro,15
1988,FCO,Mililitro,200
11586,FCO,Mililitro,150
9858,FCO,Mililitro,250
9604,FCO,Mililitro,250
3366,FCO,Mililitro,250
11537,FCO,Mililitro,250
9653,FCO,Mililitro,100
9763,FCO,Mililitro,400
4952,UND,Mililitro,50
11290,CJA,Mililitro,50
8258,UND,Mililitro,50
7846,UND,Mililitro,50
3364,FCO,Gramo,50
26754,CJA,Mililitro,50
2593,POT,Gramo,50
26720,FCO,Mililitro,120
3338,FCO,Mililitro,120
6946,FCO,Mililitro,60
9927,SBS,Mililitro,5
21803,UND,Mililitro,150
16597,OFE,Gramo,420
15990,BSA,Gramo,420
16357,OFE,Gramo,420
15992,UND,Mililitro,450
15991,UND,Mililitro,450
15993,2UN,Mililitro,1500
15994,2UN,Mililitro,1500
20651,UND,Gramo,450
10653,FCO,Mililitro,60
2750,UND,Gramo,380
15634,UND,Gramo,380
16185,UND,Gramo,720
2751,UND,Gramo,90
25719,UND,Gramo,1500
26915,OFE,Gramo,680
20217,OFE,Gramo,510
19454,BSA,Gramo,85
25871,UND,Gramo,85
22731,UND,Gramo,85
8456,AMP,Mililitro,95
7419,CJA,Mililitro,5
26661,CJA,Gramo,20
3756,FCO,Mililitro,180
3755,FCO,Mililitro,360
14325,PAQ,Gramo,168
14326,PAQ,Gramo,168
6789,PAQ,Gramo,180
7328,PAQ,Mililitro,192
7570,PAQ,Gramo,216
7569,PAQ,Gramo,216
20122,PAQ,Gramo,240
17474,PAQ,Mililitro,331
10242,OFE,Mililitro,806
5668,OFE,Gramo,540
2347,PAQ,Gramo,415
3022,PAQ,Gramo,415
20292,PAQ,Gramo,403
14324,PAQ,Gramo,403
4190,PAQ,Gramo,415
2346,PAQ,Gramo,415
7876,PAQ,Gramo,415
7609,OFE,Gramo,607
12298,UND,Gramo,432
10393,PAQ,Gramo,432
19261,PAQ,Gramo,600
10082,UND,Gramo,600
19255,PAQ,Gramo,600
8662,OFE,Gramo,806
26240,CJA,Mililitro,180
27493,FCO,Mililitro,360
12350,FCO,Mililitro,240
10277,CJA,Gramo,150
25041,PAQ,Gramo,420
9363,PAQ,Gramo,1000
14168,PAQ,Gramo,850
27483,UND,Gramo,500
15180,PAQ,Gramo,800
26225,UND,Gramo,1000
8279,UND,Gramo,160
25531,PAQ,Gramo,200
9364,BAN,Gramo,500
24688,UND,Gramo,220
20973,UND,Gramo,100
14169,PAQ,Gramo,1000
25931,PAQ,Gramo,1000
27485,UND,Gramo,900
15412,UND,Mililitro,3
5987,UND,Gramo,4
7781,FCO,Mililitro,180
7780,FCO,Mililitro,360
19885,FCO,Mililitro,360
7448,FCO,Mililitro,15
6766,FCO,Mililitro,40
7832,CJA,Gramo,1
6694,CJA,Mililitro,120
3565,FCO,Mililitro,30
26320,TBO,Gramo,50
6877,TBO,Gramo,90
9677,PAQ,Gramo,234
10446,UND,Gramo,312
14988,OFE,Gramo,450
9678,PAQ,Gramo,261
17209,OFE,Gramo,495
21783,UND,Gramo,180
21784,PAQ,Gramo,35
20745,TBO,Gramo,32
7451,TBO,Gramo,15
6924,UND,Gramo,32
26674,UND,Gramo,50
10268,FCO,Mililitro,200
7954,FCO,Mililitro,795
4263,UND,Gramo,60
9428,FCO,Mililitro,360
3333,UND,Mililitro,1000
6726,UND,Gramo,140
8396,FCO,Mililitro,30
7574,CJA,Gramo,1500
8367,FCO,Mililitro,360
7746,FCO,Mililitro,240
6992,CJA,Gramo,125
7889,CJA,Gramo,150
6898,UND,Mililitro,5
6291,CJA,Gramo,10
6831,CJA,Gramo,150
27353,CJA,Gramo,75
6846,CJA,Gramo,50
6367,UND,Mililitro,120
8222,CJA,Gramo,400
8270,FCO,Mililitro,15
8560,FCO,Mililitro,60
27398,UND,Mililitro,473
27223,UND,Mililitro,473
27225,UND,Mililitro,473
27224,UND,Mililitro,473
4095,UND,Mililitro,200
4765,OFE,Mililitro,1200
8274,UND,Gramo,15
6908,UND,Gramo,15
12392,UND,Gramo,14
18578,OFE,Gramo,21
8263,OFE,Mililitro,1200
5142,UND,Mililitro,1500
19228,UND,Gramo,18
2370,UND,Gramo,20
4192,UND,Mililitro,1500
2371,UND,Gramo,20
3412,UND,Gramo,20
23035,UND,Gramo,20
2373,UND,Gramo,20
2372,UND,Gramo,18
2374,UND,Gramo,20
18755,UND,Gramo,18
25828,UND,Gramo,18
4056,UND,Gramo,20
2375,UND,Gramo,20
17304,PAQ,Mililitro,1200
23437,FCO,Mililitro,1500
5479,PAQ,Mililitro,1500
1968,OFE,Mililitro,1200
14982,BOT,Mililitro,1500
12123,FCO,Mililitro,1000
25331,UND,Mililitro,500
10591,UND,Mililitro,1500
4191,UND,Mililitro,9000
2376,UND,Gramo,318
2377,UND,Gramo,318
2378,UND,Gramo,318
4261,UND,Gramo,954
10481,UND,Gramo,30
4355,UND,Gramo,330
7969,OFE,Gramo,870
4353,UND,Gramo,1000
11549,FCO,Mililitro,2000
6786,UND,Mililitro,2000
4770,UND,Mililitro,9000
10836,UND,Gramo,30
4494,UND,Gramo,318
15170,BOT,Mililitro,1500
16334,OFE,Mililitro,1200
20044,OFE,Mililitro,5000
6539,FCO,Mililitro,2000
15074,BOT,Mililitro,400
15075,BOT,Mililitro,1000
26904,UND,Mililitro,946
7726,POT,Gramo,80
70,KLS,Gramo,1000
4256,UND,Gramo,180
24760,OFE,Gramo,1000
4646,UND,Gramo,1000
17562,UND,Gramo,500
10956,UND,Gramo,500
24049,UND,Gramo,500
4270,UND,Gramo,500
23280,UND,Gramo,500
23281,UND,Gramo,500
10957,UND,Gramo,500
7807,UND,Gramo,500
25460,UND,Gramo,500
8587,UND,Gramo,454
5016,UND,Gramo,454
6569,UND,Gramo,1000
3219,UND,Gramo,1000
4448,BSA,Gramo,1000
3221,UND,Gramo,1000
9756,UND,Mililitro,460
5467,UND,Gramo,500
3223,UND,Gramo,500
7758,UND,Gramo,500
9954,UND,Gramo,500
3220,UND,Gramo,500
3222,UND,Gramo,500
7028,UND,Gramo,500
16540,UND,Gramo,320
4257,UND,Gramo,580
8668,FCO,Mililitro,25
5803,FCO,Mililitro,30
6697,CJA,Gramo,250
9920,UND,Mililitro,400
26742,UND,Mililitro,8
5953,TAR,Gramo,400
1275,TAR,Gramo,200
7475,FCO,Mililitro,3
22762,PAQ,Gramo,222
14220,PAQ,Gramo,240
4657,PAQ,Gramo,200
4272,PAQ,Gramo,324
5429,PAQ,Gramo,270
4486,OFE,Gramo,324
4656,PAQ,Gramo,280
21283,OFE,Gramo,297
2694,PAQ,Gramo,396
2691,PAQ,Gramo,396
8304,PAQ,Gramo,300
19096,PAQ,Gramo,309
19095,PAQ,Gramo,51
26686,CJA,Gramo,312
26687,UND,Gramo,200
4653,PAQ,Gramo,250
2460,PAQ,Gramo,252
5099,UND,Gramo,200
8485,PAQ,Gramo,200
7411,UND,Gramo,180
6932,PAQ,Gramo,144
6935,PAQ,Gramo,150
6930,PAQ,Gramo,162
6933,PAQ,Gramo,162
6934,PAQ,Gramo,162
7241,PAQ,Gramo,162
7022,PAQ,Gramo,180
7024,PAQ,Gramo,180
6931,PAQ,Gramo,180
7023,PAQ,Gramo,180
7688,PAQ,Gramo,204
15316,PAQ,Gramo,204
21416,PAQ,Gramo,240
4033,UND,Gramo,180
6381,UND,Gramo,160
5892,UND,Gramo,192
26780,UND,Gramo,168
26779,UND,Gramo,280
26778,UND,Gramo,280
26799,UND,Gramo,60
26800,UND,Gramo,60
11003,UND,Gramo,456
4712,BSA,Gramo,200
27130,CJA,Gramo,200
27131,CJA,Gramo,200
27132,CJA,Gramo,400
15936,PAQ,Gramo,200
26354,PAQ,Gramo,408
11032,UND,Gramo,436
25471,PAQ,Gramo,306
10133,PAQ,Gramo,436
15807,OFE,Gramo,476
7801,UND,Mililitro,352
10445,OFE,Gramo,594
6857,PAQ,Gramo,223
13833,CJA,Gramo,130
12740,UND,Gramo,135
11302,UND,Gramo,80
11301,UND,Gramo,450
15997,UND,Gramo,80
5034,UND,Gramo,160
12991,BSA,Gramo,80
4599,UND,Gramo,200
15998,UND,Gramo,180
20114,CJA,Gramo,200
20115,CJA,Gramo,120
8388,UND,Gramo,500
5598,UND,Gramo,400
12666,UND,Gramo,160
4592,UND,Gramo,273
6543,UND,Gramo,819
11192,UND,Gramo,165
16000,UND,Gramo,112
11190,UND,Gramo,240
5959,UND,Gramo,150
4643,UND,Gramo,500
8344,UND,Gramo,200
8343,BSA,Gramo,450
4593,UND,Gramo,230
7298,BSA,Gramo,400
15999,UND,Gramo,215
4642,BSA,Gramo,250
9877,UND,Mililitro,250
12664,UND,Gramo,55
12665,UND,Gramo,180
9876,UND,Mililitro,300
11747,UND,Gramo,156
3023,PAQ,Gramo,342
8345,UND,Gramo,140
10923,UND,Gramo,216
10922,UND,Gramo,216
25686,UND,Gramo,110
18910,PAQ,Gramo,240
19963,PAQ,Gramo,180
23104,UND,Gramo,1400
23105,BAN,Gramo,500
19906,PAQ,Gramo,16
8700,UND,Gramo,240
3118,UND,Gramo,200
7001,PAQ,Gramo,500
3991,UND,Gramo,1000
2708,UND,Gramo,500
7000,UND,Gramo,1000
21481,PAQ,Gramo,500
3224,UND,Gramo,500
20200,BOT,Mililitro,400
20234,FCO,Mililitro,360
5354,UND,Mililitro,500
18905,OFE,Mililitro,2000
5353,UND,Mililitro,500
27462,UND,Gramo,17000
4761,PAQ,Gramo,500
11179,OFE,Gramo,500
21062,BSA,Gramo,1
4762,PAQ,Gramo,500
7169,POT,Mililitro,120
10750,FCO,Mililitro,120
20839,FCO,Mililitro,250
14408,FCO,Gramo,3
20796,FCO,Mililitro,300
4481,FCO,Mililitro,300
3868,POT,Gramo,40
10187,UND,Mililitro,40
20798,FCO,Mililitro,500
20799,FCO,Mililitro,60
19492,UND,Gramo,200
19500,UND,Mililitro,600
20673,FCO,Mililitro,40
13206,UND,Mililitro,100
11550,FCO,Mililitro,300
5699,UND,Gramo,35
6636,UND,Gramo,122
26628,UND,Mililitro,75
250,POT,Gramo,300
6839,POT,Mililitro,100
6827,POT,Mililitro,100
12139,FCO,Mililitro,100
6184,UND,Mililitro,250
22979,POT,Mililitro,110
19158,UND,Gramo,110
6186,UND,Mililitro,110
6187,UND,Mililitro,110
19170,UND,Gramo,110
6828,POT,Mililitro,100
12163,UND,Mililitro,320
19157,UND,Gramo,240
11677,UND,Gramo,240
10794,OFE,Mililitro,2400
9502,TBO,Mililitro,240
10098,POT,Gramo,240
6185,UND,Mililitro,250
7026,TBO,Mililitro,250
19394,UND,Gramo,500
6972,POT,Mililitro,500
7233,POT,Mililitro,500
7935,FCO,Mililitro,750
7234,POT,Mililitro,500
2797,FCO,Gramo,75
14051,FCO,Mililitro,400
6244,UND,Gramo,50
11583,UND,Mililitro,100
11615,UND,Mililitro,200
7018,UND,Gramo,200
11616,UND,Mililitro,80
7912,FCO,Gramo,120
19805,FCO,Mililitro,750
19803,FCO,Mililitro,750
20713,FCO,Mililitro,750
8126,UND,Mililitro,30
14313,FCO,Mililitro,250
9341,POT,Mililitro,270
15294,POT,Gramo,85
6733,POT,Gramo,200
3928,POT,Mililitro,270
10897,POT,Mililitro,286
3927,POT,Mililitro,270
21209,UND,Mililitro,200
9957,FCO,Mililitro,75
7503,FCO,Mililitro,100
7740,POT,Mililitro,120
7741,POT,Mililitro,120
5460,UND,Gramo,200
5461,UND,Gramo,350
12052,FCO,Mililitro,198
12051,FCO,Mililitro,198
5009,UND,Gramo,198
10452,TBO,Gramo,25
5026,UND,Gramo,75
9855,OFE,Mililitro,71
14742,FCO,Mililitro,75
11812,POT,Mililitro,100
14998,UND,Mililitro,120
14997,UND,Gramo,120
11215,UND,Gramo,250
13425,POT,Gramo,180
13426,POT,Mililitro,180
20410,UND,Gramo,108
20409,UND,Gramo,108
12559,UND,Gramo,120
5961,OFE,Mililitro,432
15266,UND,Gramo,360
23418,UND,Gramo,360
15267,UND,Gramo,360
20725,UND,Gramo,13
21497,UND,Gramo,30
4264,OFE,Gramo,170
6929,OFE,Mililitro,500
23411,OFE,Gramo,105
4326,OFE,Gramo,120
2896,UND,Gramo,85
26819,UND,Gramo,35
2897,UND,Gramo,85
2898,UND,Gramo,85
4833,UND,Gramo,12
4832,UND,Gramo,12
2899,UND,Gramo,85
2900,UND,Gramo,85
4193,UND,Gramo,85
2901,UND,Gramo,30
20154,OFE,Mililitro,90
23410,CJA,Gramo,90
7964,UND,Gramo,340
2902,UND,Gramo,85
10876,OFE,Gramo,150
4038,UND,Gramo,500
4037,UND,Gramo,250
4042,UND,Gramo,500
4036,UND,Gramo,250
4040,UND,Gramo,500
4035,UND,Gramo,250
4039,UND,Gramo,500
4041,UND,Gramo,500
4281,UND,Gramo,500
6403,OFE,Gramo,150
16382,PAQ,Mililitro,1080
2967,UND,Gramo,55
10931,OFE,Gramo,85
25697,UND,Gramo,48
4619,FCO,Mililitro,10
5627,FCO,Mililitro,10
15312,BOT,Mililitro,700
19278,FCO,Mililitro,80
26680,FCO,Mililitro,30
3701,FCO,Mililitro,60
3700,FCO,Mililitro,60
6265,TAR,Gramo,400
27298,TAR,Gramo,850
7992,OFE,Gramo,1300
7470,TAR,Gramo,900
16535,FCO,Mililitro,237
7611,CJA,Gramo,500
6035,FCO,Gramo,500
7795,POT,Gramo,60
22211,UND,Gramo,70
23817,BSA,Gramo,73
20290,BSA,Gramo,72
14032,OFE,Gramo,60
8762,UND,Gramo,90
19260,UND,Gramo,80
26482,UND,Gramo,65
6154,UND,Gramo,72
22832,UND,Gramo,40
11210,UND,Gramo,80
21775,PAQ,Gramo,350
19848,UND,Gramo,90
5982,PAQ,Gramo,300
24097,BSA,Gramo,80
3177,UND,Gramo,110
6962,UND,Mililitro,2000
7711,OFE,Mililitro,5
7476,FCO,Mililitro,5
8655,UND,Mililitro,5
6036,CJA,Gramo,22
120,PAQ,Gramo,2500
19736,UND,Gramo,10
19745,UND,Gramo,10
19686,PAQ,Gramo,10
19742,UND,Gramo,10
21462,UND,Gramo,10
19693,PAQ,Gramo,10
19694,PAQ,Gramo,10
20070,PAQ,Gramo,10
23154,UND,Gramo,10
19744,UND,Gramo,16
19735,UND,Gramo,16
19743,UND,Gramo,16
24245,UND,Gramo,16
19737,UND,Gramo,16
19688,PAQ,Gramo,16
19695,PAQ,Gramo,16
19690,PAQ,Gramo,16
19739,UND,Gramo,16
19741,UND,Gramo,16
19689,PAQ,Gramo,16
21163,UND,Gramo,16
23311,UND,Gramo,16
19740,UND,Gramo,16
21463,UND,Gramo,16
19738,UND,Gramo,30
19696,PAQ,Gramo,60
8464,BSA,Gramo,250
8422,BSA,Gramo,400
10335,BSA,Gramo,250
18772,BSA,Gramo,300
14319,UND,Gramo,215
6722,UND,Gramo,300
